Supplier_Name,PWSID,Hydrologic_Region,County,Reporting_Month,Days-in-Month,Mandatory Restrictions,Days_Allowed/Week,Actions_Implemented,Current_Production,2013_Production,CII,Current_Ag,2013_Ag,Current_Recycled,Current_Non-revenue,Units,Population_Served,Percent_Residential_Use,R_GPCD_Reported ,R-GPCD_Calculated,Ag_Cert,Current_Production_Calculated,2013_Production_Calculated,Percent_Reduction,Complaints,Follow-ups,Warnings,Penalties_Rate,Penalties_Other,ID
Watsonville  City of,CA4410011,Central Coast,SANTA CRUZ,7/15/2014 0:00,31,No,,,268501480,282616728,,,,,,G,65739,80.30%,,106,,268501480,282616728,5.00%,,,,,,341-1407
Watsonville  City of,CA4410011,Central Coast,SANTA CRUZ,6/15/2014 0:00,30,No,,,256538452,271563712,,,,,,G,65739,81.10%,,105,,256538452,271563712,5.50%,,,,,,341-1406
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,4/15/2016 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",390,592,89,,,,,MG,117904,65.00%,72,72,,390000000,592000000,34.10%,12,9,1,0,0,344-1604
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,3/15/2016 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",322,466,81,,,,,MG,117576,67.00%,61,59,,322000000,466000000,30.90%,23,22,0,0,0,344-1603
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,2/15/2016 0:00,29,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",300,383,76,,,,,MG,117576,68.00%,58,60,,300000000,383000000,21.70%,26,25,0,0,0,344-1602
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,7/15/2014 0:00,31,Yes,,,728,818,,,,113,,MG,114974,47.00%,,96,,728000000,818000000,11.00%,,,,,,344-1407
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,1/15/2016 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",312,350,77,,,61,,MG,117576,64.00%,57,55,,312000000,350000000,10.90%,34,29,0,0,0,344-1601
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,12/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",328,417,78,,,41,,MG,117576,62.00%,58,56,,328000000,417000000,21.30%,11,11,0,0,0,344-1512
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,11/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",341,493,86,,,131,,MG,117576,55.00%,53,53,,341000000,493000000,30.80%,27,26,0,0,0,344-1511
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,10/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",475,630,109,,,130,,MG,117576,54.00%,73,70,,475000000,630000000,24.60%,39,34,1,,0,344-1510
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,9/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",508,675,96,,,153,,MG,117576,59.00%,86,85,,508000000,675000000,24.70%,53,38,2,,0,344-1509
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,8/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",520,791,95,,,134,,MG,117576,59.00%,87,84,,520000000,791000000,34.30%,61,45,6,,0,344-1508
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,7/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",528,818,103,,,301,,MG,117576,58.00%,87,84,,528000000,818000000,35.50%,91,87,0,,0,344-1507
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,6/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",493,737,108,,,68,,MG,117576,57.00%,79,80,,493000000,737000000,33.10%,169,129,,,0,344-1506
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,5/15/2015 0:00,31,Yes,2,,451,737,104,0,0,62,,MG,117576,60.00%,77,74,,451000000,737000000,38.80%,69,47,,,0,344-1505
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,4/15/2015 0:00,30,Yes,2,,441,592,,,,196,,MG,117576,66.00%,82,83,,441000000,592000000,25.50%,76,67,,,0,344-1504
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,3/15/2015 0:00,31,Yes,7,,433,466,,,,15,,MG,117576,66.00%,81,78,,433000000,466000000,7.10%,18,18,,,0,344-1503
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,2/15/2015 0:00,28,Yes,,,342,383,,,,124,,MG,117576,66.00%,64,69,,342000000,383000000,10.70%,,,,,,344-1502
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,1/15/2015 0:00,31,Yes,,,377,350,,,,8,,MG,116697,64.00%,69,67,,377000000,350000000,-7.70%,,,,,,344-1501
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,12/15/2014 0:00,31,Yes,,,323,417,,,,176,,MG,116697,60.00%,55,54,,323000000,417000000,22.50%,,,,,,344-1412
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,11/15/2014 0:00,30,Yes,,,403,493,,,,54,,MG,116697,60.00%,69,69,,403000000,493000000,18.30%,,,,,,344-1411
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,10/15/2014 0:00,31,Yes,,,555,630,,,,195,,MG,116697,62.00%,98,95,,555000000,630000000,11.90%,,,,,,344-1410
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,9/15/2014 0:00,30,Yes,,,590,675,,,,156,,MG,116697,60.00%,100,101,,590000000,675000000,12.60%,,,,,,344-1409
San Jose  City of,CA4310019,San Francisco Bay,SANTA CLARA,8/15/2014 0:00,31,Yes,,,690,791,,,,236,,MG,114974,47.00%,,91,,690000000,791000000,12.80%,,,,,,344-1408
Dinuba  City of,CA5410002,Tulare Lake,TULARE,4/15/2016 0:00,30,Yes,1,"Reduced allocations (for allocation-based rates),Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel",87.88,125.9,24.69,,,,,MG,24657,63.00%,118.81,75,,88000000,126000000,30.20%,33,33,33,0,0,345-1604
Dinuba  City of,CA5410002,Tulare Lake,TULARE,3/15/2016 0:00,31,Yes,1,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel",75.92,110.09,21.7,,,,,MG,23966,61.00%,62.62,62,,76000000,110000000,30.90%,0,0,0,0,0,345-1603
Dinuba  City of,CA5410002,Tulare Lake,TULARE,2/15/2016 0:00,29,Yes,1,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel",63.59,78.26,21.02,,,,,MG,23966,69.00%,63.5,64,,64000000,78000000,17.90%,0,0,0,,,345-1602
Dinuba  City of,CA5410002,Tulare Lake,TULARE,1/15/2016 0:00,31,Yes,1,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel",72.15,78.47,20.03,,,,,MG,23966,64.00%,62.17,62,,72000000,78000000,7.70%,4,4,4,,,345-1601
Dinuba  City of,CA5410002,Tulare Lake,TULARE,12/15/2015 0:00,31,Yes,1,"Reduced allocations (for allocation-based rates),Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel",72.02,89.74,22.17,,,,,MG,23966,67.00%,65,65,,72000000,90000000,20.00%,14,14,14,,,345-1512
Dinuba  City of,CA5410002,Tulare Lake,TULARE,11/15/2015 0:00,30,Yes,2,,77.72,139.94,28.04,,,,,MG,23666,75.00%,81.78,82,,78000000,140000000,44.30%,11,11,11,,0,345-1511
Dinuba  City of,CA5410002,Tulare Lake,TULARE,10/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",107.72,145.33,33.77,,,,,MG,23966,68.00%,98.64,99,,108000000,145000000,25.50%,41,41,41,,0,345-1510
Dinuba  City of,CA5410002,Tulare Lake,TULARE,9/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased conservation personnel",107.72,175.17,30.52,,,,,MG,23966,74.00%,130.35,111,,108000000,175000000,38.30%,102,102,102,,,345-1509
Dinuba  City of,CA5410002,Tulare Lake,TULARE,8/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions",144.28,207.32,41.14,,,,,MG,23966,71.00%,143.46,138,,144000000,207000000,30.40%,68,68,68,,,345-1508
Dinuba  City of,CA5410002,Tulare Lake,TULARE,7/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions",136.07,222.83,29.23,,,,,MG,23966,66.00%,121,121,,136000000,223000000,39.00%,43,43,43,,0,345-1507
Dinuba  City of,CA5410002,Tulare Lake,TULARE,6/15/2015 0:00,30,Yes,2,,130.52,208.68,34.37,,,,,MG,23966,65.00%,117.12,118,,131000000,209000000,37.30%,78,78,78,,,345-1506
Dinuba  City of,CA5410002,Tulare Lake,TULARE,5/15/2015 0:00,31,Yes,3,,128.36,181.75,31.85,,,,,MG,23966,59.00%,101.48,102,,128000000,182000000,29.70%,71,71,71,,0,345-1505
Dinuba  City of,CA5410002,Tulare Lake,TULARE,4/15/2015 0:00,30,Yes,3,,103.82,152.9,,,,,,MG,23966,66.00%,94.91,95,,104000000,153000000,32.00%,,,,,,345-1504
Dinuba  City of,CA5410002,Tulare Lake,TULARE,3/15/2015 0:00,31,Yes,3,,99.91,110.09,,,,,,MG,23966,51.00%,68.36,69,,100000000,110000000,9.10%,,,,,,345-1503
Dinuba  City of,CA5410002,Tulare Lake,TULARE,2/15/2015 0:00,28,Yes,,,73.26,78.26,,,,,,MG,23666,64.00%,110,71,,73000000,78000000,6.40%,,,,,,345-1502
Dinuba  City of,CA5410002,Tulare Lake,TULARE,1/15/2015 0:00,31,Yes,,,83.48,78.47,,,,,,MG,23666,67.00%,113,76,,83000000,78000000,-6.40%,,,,,,345-1501
Dinuba  City of,CA5410002,Tulare Lake,TULARE,12/15/2014 0:00,31,Yes,,,81.08,89.74,,,,,,MG,23666,68.00%,110,75,,81000000,90000000,10.00%,,,,,,345-1412
Dinuba  City of,CA5410002,Tulare Lake,TULARE,11/15/2014 0:00,30,Yes,,,108.73,139.94,,,,,,MG,23666,72.00%,153.15,111,,109000000,140000000,22.10%,,,,,,345-1411
Dinuba  City of,CA5410002,Tulare Lake,TULARE,10/15/2014 0:00,31,Yes,,,125.48,145.33,,,,,,MG,23666,75.00%,128,128,,125000000,145000000,13.80%,,,,,,345-1410
Dinuba  City of,CA5410002,Tulare Lake,TULARE,9/15/2014 0:00,30,Yes,,,160.78,175.17,,,,,,MG,23666,75.00%,170.14,170,,161000000,175000000,8.00%,,,,,,345-1409
Dinuba  City of,CA5410002,Tulare Lake,TULARE,6/15/2014 0:00,30,Yes,,,127.3,146.5,,,,,,MG,23666,67.00%,,120,,127000000,147000000,13.60%,,,,,,345-1406
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,4/15/2016 0:00,30,Yes,2,"Instituted surcharges,Reduced allocations (for allocation-based rates),Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget",718.64,1021.07,53,,,,,AF,9944,11.10%,87.37,87,,234287177,332694309,29.60%,0,0,0,121,,346-1604
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,3/15/2016 0:00,31,Yes,2,"Instituted surcharges,Reduced allocations (for allocation-based rates),Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget",409.01,397.8,38,,,,,AF,9944,17.40%,75.06,75,,133273234,129688869,-2.80%,3,3,,402,0,346-1603
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,2/15/2016 0:00,29,Yes,2,"Instituted surcharges,Reduced allocations (for allocation-based rates),Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget",446.62,518.54,28,,,,,AF,9603,15.00%,78.39,78,,145655589,169116892,13.90%,5,3,1,368,0,346-1602
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,1/15/2016 0:00,31,Yes,2,"Instituted surcharges,Reduced allocations (for allocation-based rates),Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget",231.38,485.53,15,,,,,AF,9603,21.60%,54.73,55,,75271680,158363794,52.50%,2,1,,,,346-1601
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,12/15/2015 0:00,31,Yes,2,"Instituted surcharges,Instituted new prohibitions on specific water uses,Increased conservation program budget",922.78,888.38,43,,,,,AF,9603,10.30%,104,104,,300760869,289356069,-3.90%,2,2,0,,0,346-1512
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,11/15/2015 0:00,30,Yes,2,"Instituted surcharges,Reduced allocations (for allocation-based rates),Instituted new prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget",1028,932.59,80,,,,,AF,9603,8.30%,96,96,,334975269,304019383,-10.20%,2,2,1,,0,346-1511
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,10/15/2015 0:00,31,Yes,2,"Instituted surcharges,Reduced allocations (for allocation-based rates),Instituted new prohibitions on specific water uses,Increased conservation program budget",1246.75,1239,81,,,,,AF,9603,8.30%,113,113,,406336732,403729921,-0.60%,9,9,1,,0,346-1510
Casitas Municipal Water District,CA5610024,South Coast,VENTURA,9/15/2015 0:00,30,Yes,2,"Instituted surcharges,Reduced allocations (for allocation-based rates),Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget",1232,1544,105,,,,,AF,9603,10.30%,144,144,,401448961,503114606,20.20%,6,6,4,,0,346-1509
