INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HAMLIN AND MADISON,1903,3800 W MADISON STREET,11/27/2014,2,1151032.709141294,1899784.033986533,41.880897273,-87.720881226,"(41.880897273491264, -87.72088122613924)"
CENTRAL AND CHICAGO,1973,5600 W CHICAGO AVENUE,11/27/2014,1,1138858.856732452,1904825.827586656,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
KEDZIE AND 31ST,2134,3200 W 31ST STREET,11/27/2014,1,1155487.128005646,1883943.061106793,41.8373395,-87.704950558,"(41.83733950029648, -87.70495055800411)"
55TH AND KEDZIE,2163,3200 W 55TH STREET,11/27/2014,2,1155966.956993183,1868015.593764152,41.793622803,-87.703618141,"(41.79362280329978, -87.70361814062049)"
71ST AND ASHLAND,2391,7100 S ASHLAND,11/27/2014,4,1166868.379865725,1857616.168087255,41.764859382,-87.663940176,"(41.764859382425385, -87.66394017630476)"
CENTRAL AND ADDISON,1682,3600 N CENTRAL AVENUE,11/27/2014,2,1138343.117435682,1923392.067464765,41.945919491,-87.766904594,"(41.945919490555106, -87.76690459426293)"
PULASKI AND FOSTER,1104,4000 W FOSTER AVE,11/27/2014,6,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)"
35TH AND WESTERN,2092,3500 S WESTERN,11/27/2014,2,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
79TH AND KEDZIE,2443,3200 W 79TH ST,11/27/2014,1,1156402.644780165,1852104.649370984,41.749952001,-87.702448478,"(41.74995200142266, -87.70244847808695)"
LASALLE AND KINZIE,1923,140 W KINZIE,11/27/2014,1,1175048.09765242,1903028.894760294,41.889297219,-87.632601648,"(41.88929721947309, -87.63260164817305)"
TOUHY AND OSCEOLA,1243,7432 W TOUHY AVENUE,11/27/2014,1,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)"
OGDEN AND KOSTNER,2223,4400 W OGDEN AVENUE,11/27/2014,1,1147406.592439224,1887689.099869462,41.847777523,-87.734505969,"(41.84777752280453, -87.73450596874825)"
BROADWAY/SHERIDAN AND DEVON,1123,1200 W DEVON AVE,11/27/2014,2,1167109.644248166,1942688.147952186,41.998298228,-87.660611661,"(41.99829822771884, -87.66061166063517)"
ASHLAND AND 63RD,2683,1600 W 63RD STREET,11/27/2014,1,1166730.185044193,1862976.010016387,41.779570436,-87.664293875,"(41.77957043618697, -87.66429387512882)"
4700 WESTERN,2142,4700 S WESTERN AVENUE,11/27/2014,2,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)"
MADISON AND CENTRAL,1751,0 S CENTRAL AVENUE,11/27/2014,2,,,,,
PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,11/27/2014,2,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.82309676016606, -87.68501895061576)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,11/27/2014,1,1138539.758528398,1918097.096677271,41.931385977,-87.766310532,"(41.93138597683265, -87.76631053155157)"
63RD AND STATE,2714,1 E 63RD ST,11/27/2014,6,1177367.518733101,1863199.17768559,41.779949105,-87.625289553,"(41.779949104569106, -87.62528955333775)"
LAFAYETTE AND 87TH,2503,30 W 87TH STREET,11/27/2014,22,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)"
CENTRAL AND CHICAGO,1972,800 N CENTRAL AVENUE,11/27/2014,2,1138836.562608552,1904801.732832435,41.894896579,-87.765543258,"(41.89489657939746, -87.76554325845893)"
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,11/27/2014,3,,,,,
IRVING PARK AND KEDZIE,1353,3200 W IRVING PARK ROAD,11/27/2014,4,1154325.140302006,1926458.463197156,41.954029047,-87.708077494,"(41.95402904691877, -87.70807749383191)"
CHICAGO AND CLARK,1964,100 W CHICAGO AVENUE,11/27/2014,1,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)"
119TH AND HALSTED,2404,800 W 119TH STREET,11/27/2014,3,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
FOSTER AND BROADWAY,1113,1200 W FOSTER AVE,11/27/2014,2,1167357.095930752,1934721.393266777,41.97643192,-87.659931806,"(41.97643192018459, -87.65993180604016)"
PERSHING AND WESTERN,2112,3900 S WESTERN BLVD,11/27/2014,11,1161130.992078755,1878746.226354636,41.822963628,-87.684384785,"(41.82296362788048, -87.68438478541296)"
WESTERN AND PRATT,1302,6800 N WESTERN AVENUE,11/27/2014,5,1159043.160898631,1945096.218978482,42.005076123,-87.69021903,"(42.00507612272344, -87.69021903022175)"
WESTERN AND FULLERTON,1671,2400 N WESTERN AVENUE,11/27/2014,10,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,11/27/2014,2,1167334.508577915,1934714.008346532,41.976412143,-87.660015082,"(41.97641214294823, -87.66001508205365)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,11/27/2014,3,1132590.619798275,1942138.532048656,41.997463981,-87.787610243,"(41.99746398102873, -87.78761024341388)"
WESTERN AND MARQUETTE,2672,6700 S WESTERN AVENUE,11/27/2014,6,1161488.747635042,1860134.788366884,41.771884028,-87.683588402,"(41.77188402771193, -87.68358840206334)"
79TH AND HALSTED,2543,800 W 79TH STREET,11/27/2014,3,1172320.105719411,1852517.9814434,41.750751157,-87.644107793,"(41.75075115747316, -87.64410779300933)"
CORNELL DRIVE AND 57TH,2182,5700 S CORNELL DRIVE,11/27/2014,2,1188165.732740433,1867529.196427323,41.791580204,-87.585564215,"(41.79158020433135, -87.58556421519536)"
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,11/27/2014,15,,,,,
KOSTNER AND NORTH,2012,4400 W GRAND AVE,11/27/2014,4,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
STONEY ISLAND AND 76TH,2632,7600 S STONY ISLAND A,11/27/2014,5,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
ELSTON AND ADDISON,1403,3216 W ADDISON ST,11/27/2014,2,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)"
ASHLAND AND 95TH,2472,9500 S ASHLAND AVENUE,11/27/2014,1,1167295.830128711,1841695.121217916,41.721160612,-87.662828139,"(41.72116061205213, -87.66282813939165)"
SACRAMENTO AND LAKE,1821,150 N SACRAMENTO BOUL,11/27/2014,11,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
STONEY ISLAND AND 76TH,2631,7600 S STONY ISLAND A,11/27/2014,11,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
CICERO AND ADDISON,1612,3600 N CICERO AVENUE,11/27/2014,1,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
115TH AND HALSTED,2553,800 W 115TH STREET,11/27/2014,3,1173010.735357888,1828632.242070332,41.685190056,-87.642279564,"(41.68519005571938, -87.64227956401977)"
99TH AND HALSTED,2433,800 W 99TH ST,11/27/2014,6,1172710.642565684,1839246.330602143,41.714323337,-87.643066714,"(41.71432333701137, -87.64306671421937)"
PULASKI AND NORTH,1992,1600 N PULASKI AVENUE,11/27/2014,1,1149432.959240306,1910369.112502195,41.90997501,-87.726480523,"(41.909975010236906, -87.72648052306623)"
HALSTED AND 103RD,2592,10300 S HALSTED STREE,11/27/2014,4,,,,,
HALSTED AND 103RD,2593,800 W 103RD STREET,11/27/2014,2,1172778.570616036,1836587.755252818,41.70702632,-87.642896007,"(41.707026319812215, -87.64289600741817)"
KIMBALL AND DIVERSEY,1583,3400 W DIVERSEY AVENUE,11/27/2014,1,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)"
OGDEN AND KOSTNER,2222,2348 S KOSTNER AVENUE,11/27/2014,2,1147394.548182079,1887795.177782082,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)"
55TH AND WESTERN,2213,2400 W 55TH STREET,11/27/2014,1,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,11/27/2014,5,1144444.97442848,1896894.622216872,41.873094833,-87.745143869,"(41.873094832519136, -87.74514386884542)"
CICERO AND WASHINGTON,1892,100 N CICERO AVENUE,11/27/2014,2,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)"
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,11/27/2014,2,,,,,
LARAMIE AND FULLERTON,1424,5200 W FULLERTON AVENUE,11/27/2014,5,1141305.554932016,1915502.611239048,41.924215797,-87.756210755,"(41.92421579723144, -87.75621075458939)"
WESTERN AND ADDISON,1563,2400 W ADDISON,11/27/2014,1,1159719.041544334,1923878.577275797,41.946839991,-87.688320193,"(41.9468399910054, -87.68832019252964)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,11/27/2014,2,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)"
DAMEN AND DIVERSEY,1464,2000 W DIVERSEY PARKWAY,11/27/2014,1,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)"
WESTERN AND 63RD,2373,2400 W 63RD ST,11/27/2014,2,1161444.415758584,1862848.534703658,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)"
ROOSEVELT AND PULASKI,2311,1200 S PULASKI ROAD,11/27/2014,4,1149866.002247864,1894375.839200384,41.866079337,-87.725305995,"(41.86607933722178, -87.7253059948758)"
55TH AND WESTERN,2212,5500 S WESTERN AVE,11/27/2014,17,1161269.521335262,1867963.111601251,41.793370554,-87.684175377,"(41.79337055433029, -87.6841753767592)"
BROADWAY/SHERIDAN AND DEVON,1122,6400 N SHERIDAN ROAD,11/27/2014,7,1167087.151194129,1942658.704988689,41.998217921,-87.660695256,"(41.99821792053241, -87.6606952555721)"
HOMAN/KIMBALL AND NORTH,1771,1600 N HOMAN AVENUE,11/27/2014,1,,,,,
HALSTED AND 63RD,2692,6300 S HALSTED STREET,11/27/2014,1,1172011.176373021,1863049.419962901,41.7796575,-87.644930993,"(41.77965750036339, -87.64493099278877)"
31ST AND CALIFORNIA,2064,2800 W 31ST,11/27/2014,3,,,,,
SACRAMENTO AND LAKE,1822,150 N SACRAMENTO BOUL,11/27/2014,3,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
DIVERSEY AND AUSTIN,1453,6000 W DIVERSEY AVENUE,11/27/2014,1,1135895.736169343,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)"
ARCHER AND CICERO,2081,5200 S CICERO AVE,11/27/2014,10,1145195.931989777,1869737.708306623,41.798558278,-87.743071866,"(41.798558278193305, -87.74307186616427)"
CANAL AND ROOSEVELT,2294,500 W ROOSEVELT ROAD,11/27/2014,12,1173290.72186561,1895021.166235495,41.867362693,-87.639293195,"(41.867362692616666, -87.63929319464197)"
PULASKI AND PETERSON,1262,6000 N PULASKI ROAD,11/27/2014,2,1148598.016685695,1939584.645960177,41.990160923,-87.728790748,"(41.99016092280557, -87.72879074759867)"
CICERO AND I55,2252,4200 S CICERO AVENUE,11/27/2014,9,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
ASHLAND AND FULLERTON,1651,2400 N ASHLAND AVENUE,11/27/2014,2,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)"
BLUE ISLAND AND DAMEN,2283,2416 S BLUE ISLAND AV,11/27/2014,6,1163271.402680135,1888053.313412189,41.848458633,-87.676271269,"(41.848458633352884, -87.67627126912292)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,11/27/2014,27,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)"
STONEY ISLAND AND 79TH,2462,7900 S STONEY ISLAND,11/27/2014,3,1188181.571068297,1852908.934789311,41.751460603,-87.585971993,"(41.75146060316686, -87.5859719929647)"
WENTWORTH AND GARFIELD,2264,200 W GARFIELD BLVD,11/27/2014,27,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)"
CALIFORNIA AND DIVERSEY,1514,2800 W DIVERSEY,11/27/2014,25,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
CICERO AND PETERSON,1204,4800 W PETERSON AVENUE,11/27/2014,1,1143273.766829016,1939491.944645127,41.990008007,-87.748376951,"(41.99000800729908, -87.74837695118997)"
HALSTED AND FULLERTON,1704,800 W FULLERTON AVENUE,11/27/2014,4,1170525.624723311,1916208.443992778,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)"
99TH AND HALSTED,2431,9900 S HALSTED ST,11/27/2014,13,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
DAMEN AND FULLERTON,1663,2000 W FULLERTON AVE,11/27/2014,8,1162596.935552891,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)"
ASHLAND AND ARCHER,2301,3100 S ASHLAND AVENUE,11/27/2014,4,1166131.325337548,1884126.42490739,41.837622344,-87.665887181,"(41.83762234415814, -87.66588718054551)"
GARFIELD AND ASHLAND,2272,5500 S ASHLAND AVENUE,11/27/2014,2,1166573.960309557,1868083.777885787,41.793590116,-87.664720996,"(41.793590115883404, -87.66472099593501)"
ASHLAND AND 63RD,2681,6300 S ASHLAND AVE,11/27/2014,3,1166711.252809567,1862903.630015878,41.77937222,-87.664365347,"(41.77937222048469, -87.66436534741581)"
CICERO AND I55,2251,4200 S CICERO AVENUE,11/27/2014,21,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
PULASKI AND DIVERSEY,1543,4000 W DIVERSEY AVENUE,11/27/2014,2,1149206.496130705,1918356.569267582,41.931897723,-87.72710503,"(41.9318977231462, -87.72710503045386)"
PULASKI AND DIVISION,1802,1200 N PULASKI ROAD,11/27/2014,4,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)"
CORTLAND AND ASHLAND,1723,1600 W CORTLAND ST,11/27/2014,3,1165377.660768235,1912768.773647285,41.916235337,-87.667837772,"(41.91623533746878, -87.66783777212962)"
HARLEM AND NORTHWEST HWY,1081,6400 N HARLEM AVE,11/27/2014,5,1127335.21218179,1941943.442727776,41.997018918,-87.806947715,"(41.99701891845275, -87.8069477154956)"
ARCHER/NARRAGANSETT AND 55TH,2074,6400 W ARCHER AVE,11/28/2014,5,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)"
CALIFORNIA AND DIVERSEY,1511,2800 N CALIFORNIA AVE,11/28/2014,5,1157189.355049829,1918495.644754069,41.932120719,-87.6977653,"(41.93212071910647, -87.69776530036465)"
AUSTIN AND ADDISON,1493,6000 W ADDISON STREET,11/28/2014,2,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)"
ARCHER AND CICERO,2084,5400 S ARCHER AVE,11/28/2014,4,1145209.426392053,1869810.657411975,41.798758208,-87.743020541,"(41.798758207843264, -87.74302054146467)"
PULASKI AND 79TH,2494,4000 W 79TH STREET,11/28/2014,1,1151074.116357501,1851966.830243835,41.749679359,-87.721978345,"(41.74967935883473, -87.72197834524168)"
87TH AND VINCENNES,2413,848 W 87TH STREET,11/28/2014,6,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)"
WESTERN AND MARQUETTE,2674,2400 W MARQUETTE ROAD,11/28/2014,2,1161509.889315231,1860208.627404126,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)"
MADISON AND CENTRAL,1754,5600 W MADISON STREET,11/28/2014,2,1139033.690528149,1899503.712147867,41.880354556,-87.764948136,"(41.88035455632559, -87.76494813634785)"
GRAND AND OAK PARK,1524,6800 W GRAND AVENUE,11/28/2014,13,1130668.89526974,1915248.469290467,41.923708193,-87.795300781,"(41.92370819286044, -87.79530078123082)"
HALSTED AND DIVISION,1711,1200 N HALSTED,11/28/2014,3,1170746.639428735,1908242.256010774,41.903698308,-87.648245351,"(41.90369830765008, -87.64824535062563)"
KEDZIE AND 47TH,2101,4700 S KEDZIE AVE,11/28/2014,1,1155791.949302478,1873270.778481327,41.808047272,-87.704118822,"(41.80804727165029, -87.70411882229871)"
95TH AND STONEY ISLAND,2514,1600 E 95TH STREET,11/28/2014,1,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
31ST AND CALIFORNIA,2061,3100 S CALIFORNIA,11/28/2014,8,1158151.943135347,1883939.950079683,41.83727705,-87.695172247,"(41.837277050366296, -87.69517224651918)"
PETERSON AND WESTERN,1011,6000 N WESTERN AVE,11/28/2014,4,1159190.625032041,1939816.75471116,41.990586042,-87.689822473,"(41.99058604241958, -87.68982247294417)"
BLUE ISLAND AND DAMEN,2281,2416 S DAMEN AVENUE,11/28/2014,4,1163378.697434511,1887916.370760201,41.848080596,-87.675881338,"(41.84808059558783, -87.67588133802435)"
ARCHER/NARRAGANSETT AND 55TH,2073,6400 W ARCHER AVE,11/28/2014,6,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)"
SACRAMENTO AND CHICAGO,1812,800 N SACRAMENTO AVEN,11/28/2014,4,1156039.008141929,1905193.084100581,41.895640714,-87.702352328,"(41.89564071387542, -87.70235232767416)"
PULASKI AND 79TH,2492,7900 S PULASKI ROAD,11/28/2014,3,1151054.87395657,1851842.663854121,41.749339,-87.722052091,"(41.74933900008238, -87.72205209091501)"
PULASKI AND FULLERTON,1484,4000 W FULLERTON AVE,11/28/2014,1,1149303.081963737,1915695.275222648,41.924593022,-87.726819268,"(41.92459302175305, -87.7268192684032)"
95TH AND STONEY ISLAND,2513,1600 E 95TH STREET,11/28/2014,13,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
GRAND AND OAK PARK,1523,6800 W GRAND AVENUE,11/28/2014,5,1130668.89526974,1915248.469290467,41.923708193,-87.795300781,"(41.92370819286044, -87.79530078123082)"
WESTERN AND 63RD,2371,6300 S WESTERN AVE,11/28/2014,5,1161415.712688877,1862772.38856596,41.779123484,-87.683783099,"(41.77912348383963, -87.68378309863576)"
PULASKI AND CHICAGO,1982,800 N PULASKI ROAD,11/28/2014,1,1149538.444844035,1905079.034990625,41.895456457,-87.726230541,"(41.895456456825386, -87.72623054051289)"
RIDGE AND CLARK,1052,5930 N CLARK STREET,11/28/2014,3,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)"
LAWRENCE AND CICERO,1042,4800 N CICERO AVENUE,11/28/2014,5,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
LAWRENCE AND CICERO,1041,4800 N CICERO AVE,11/28/2014,10,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
PULASKI AND 63RD,2343,4000 W 63RD ST,11/28/2014,1,1150768.346768175,1862564.615405259,41.77876739,-87.722823195,"(41.778767390084305, -87.72282319530368)"
ADDISON AND HARLEM,1593,7200 W ADDISON,11/28/2014,3,1127417.488447099,1923123.407710965,41.945373358,-87.807070326,"(41.94537335809189, -87.80707032561135)"
COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,11/28/2014,2,1183531.307692447,1842122.302108743,41.721970465,-87.60334804,"(41.72197046522736, -87.60334804007711)"
RIDGE AND CLARK,1051,5930 N CLARK STREET,11/28/2014,10,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)"
ASHLAND AND DIVISION,1793,1600 W DIVISION STREET,11/28/2014,1,1165489.684200442,1908112.312963909,41.903455316,-87.667558994,"(41.903455316483814, -87.66755899396976)"
79TH AND KEDZIE,2442,7900 S KEDZIE AVE,11/28/2014,1,1156378.39667768,1852021.375281577,41.749723972,-87.702539572,"(41.749723971726056, -87.70253957167394)"
LAWRENCE AND WESTERN,1192,4800 N WESTERN AVENUE,11/28/2014,1,1159459.622430471,1931821.342623414,41.968640727,-87.689054241,"(41.96864072747715, -87.6890542408374)"
HARLEM AND BELMONT,1391,3200 N HARLEM AVE,11/28/2014,3,1127481.020995451,1920467.613239239,41.938084468,-87.806896749,"(41.93808446822169, -87.80689674887883)"
87TH AND VINCENNES,2412,8700 S VINCENNES,11/28/2014,10,1172026.328989535,1847142.496643776,41.736006565,-87.645341819,"(41.73600656458518, -87.64534181897955)"
CHICAGO AND CLARK,1963,100 W CHICAGO AVENUE,11/28/2014,2,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)"
ROOSEVELT AND PULASKI,2311,1200 S PULASKI ROAD,11/28/2014,1,1149866.002247864,1894375.839200384,41.866079337,-87.725305995,"(41.86607933722178, -87.7253059948758)"
WESTERN AND 51ST,2174,2400 W 51ST ST,11/28/2014,1,1161218.987472846,1870836.843263966,41.801257492,-87.684281116,"(41.801257491998776, -87.68428111564593)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,11/28/2014,4,1132590.619798275,1942138.532048656,41.997463981,-87.787610243,"(41.99746398102873, -87.78761024341388)"
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,11/28/2014,1,,,,,
35TH AND WESTERN,2092,3500 S WESTERN,11/28/2014,2,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
