,zone,area,sub_area,pole,config_id,config_name,longitude,latitude,nearest_pothole_dist
2489,Downtown,Little Italy,1900 INDIA ST,N-1929,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16863400000001,32.724769,71.69394893506907
2490,Downtown,Little Italy,2000 INDIA ST,N-2001,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.169127,32.725683000000004,31.811611318250453
2491,Downtown,Little Italy,2000 INDIA ST,N-2003,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16909,32.725747,37.75828432109623
2492,Downtown,Little Italy,2000 INDIA ST,N-2008,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169182,32.725567,23.301711202307917
2493,Downtown,Little Italy,2000 INDIA ST,N-2011,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169074,32.725765,39.47490935474203
2494,Downtown,Little Italy,2000 INDIA ST,N-2015,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16914399999999,32.725927,58.32250347639288
2495,Downtown,Little Italy,2000 INDIA ST,N-2017,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169207,32.726071000000005,42.02339692255785
2496,Downtown,Little Italy,2000 INDIA ST,N-2019,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16927,32.726216,25.48011889979296
2497,Downtown,Little Italy,2000 INDIA ST,N-2022,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16925800000001,32.726191,28.348193785631157
2498,Downtown,Little Italy,2000 INDIA ST,N-2024,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169399,32.7262,21.830565951827303
2499,Downtown,Little Italy,2100 INDIA ST,N-2100E,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16963700000001,32.727059000000004,75.99397846771679
2500,Downtown,Little Italy,2100 INDIA ST,N-2110,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16957,32.726461,14.07089887579513
2501,Downtown,Little Italy,2100 INDIA ST,N-2112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169602,32.726534,21.567965865567874
2502,Downtown,Little Italy,2100 INDIA ST,N-2120,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169627,32.726589000000004,27.708229878626998
2503,Downtown,Little Italy,2100 INDIA ST,N-2122,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169821,32.727191999999995,95.35530727481981
2504,Downtown,Little Italy,2100 INDIA ST,N-2124,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169651,32.726644,33.94076142063678
2505,Downtown,Little Italy,2200 INDIA ST,N-2200E1,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16981000000001,32.727695000000004,95.27437035408154
2506,Downtown,Little Italy,2200 INDIA ST,N-2200E2,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17008600000001,32.727926000000004,110.30799580826795
2507,Downtown,Little Italy,2200 INDIA ST,N-2202,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170005,32.727453000000004,125.40534994887673
2508,Downtown,Little Italy,2300 INDIA ST,N-2303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170254,32.728466,129.10687016069193
2509,Downtown,Little Italy,2300 INDIA ST,N-2305,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170278,32.728521,133.11310773842138
2510,Downtown,Little Italy,2300 INDIA ST,N-2307,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17031100000001,32.728595,138.86298338802644
2511,Downtown,Little Italy,2300 INDIA ST,N-2309,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.17033500000001,32.72865,143.28937307195153
2512,Downtown,Little Italy,2300 INDIA ST,N-2311,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.170359,32.728706,147.91662650244723
2513,Downtown,Little Italy,2300 INDIA ST,N-2318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17056299999999,32.728726,166.24085230220314
2514,Downtown,Little Italy,2300 INDIA ST,N-2322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17058700000001,32.728781,170.787055492597
2515,Downtown,Little Italy,2300 INDIA ST,N-2323,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170441,32.72889,164.32813994402696
2516,Downtown,Little Italy,2300 INDIA ST,N-2325,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170473,32.728964000000005,171.19027096608264
2517,Downtown,Little Italy,2300 INDIA ST,N-2326,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.17066799999999,32.728966,169.71112464346277
2518,Downtown,Little Italy,2300 INDIA ST,N-2327,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17052199999999,32.729075,171.61688235976303
2519,Downtown,Little Italy,2300 INDIA ST,N-2328,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.170725,32.729095,155.87867624335277
2520,Downtown,Little Italy,2300 INDIA ST,N-2343,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.170579,32.729203999999996,158.58155013308564
2521,Downtown,Little Italy,2300 INDIA ST,N-2345,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.170603,32.72926,153.1080422230181
2522,Downtown,Little Italy,2400 INDIA ST,N-2402,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17096299999999,32.729669,100.86436171046147
2523,Downtown,Little Italy,2400 INDIA ST,N-2406,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17107800000001,32.729958,81.0927587957765
2524,Downtown,Little Italy,1600 PACIFIC HIGHWAY,P-1612,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171306,32.722483000000004,198.53600756114136
2525,Downtown,Little Italy,1600 PACIFIC HIGHWAY,P-1614,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17136399999998,32.722556,208.2831805515749
2526,Downtown,Little Italy,1600 PACIFIC HIGHWAY,P-1616,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17134899999999,32.722676,214.37899734402782
2527,Downtown,Little Italy,1600 PACIFIC HIGHWAY,P-1618,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171245,32.722544,201.26752364186618
2528,Downtown,Little Italy,1600 PACIFIC HIGHWAY,P-1620,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17137199999999,32.722892,197.57972805112544
2529,Downtown,Little Italy,1600 PACIFIC HIGHWAY,P-1622,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171374,32.722892,197.42957530689074
2530,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1704,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171442,32.723189,174.08324818758945
2531,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1706,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171438,32.723224,172.54647835442103
2532,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1708,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171447,32.723294,168.26610173467262
2533,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1710,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171453,32.723352,165.04003668532036
2534,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1712,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171481,32.723424,159.51519975876147
2535,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1714,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171489,32.723457,157.49197478942395
2536,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1716,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171499,32.723544,153.45941111077855
2537,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1718,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17150600000001,32.723597,151.17252323602673
2538,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1720,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17123400000001,32.723729999999996,173.12004269810578
2539,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1722,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17153400000001,32.723725,145.46536667188795
2540,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1724,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171566,32.723786,141.4454381381177
2541,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1726,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171558,32.723836999999996,141.54030572876815
2542,Downtown,Little Italy,1700 PACIFIC HIGHWAY,P-1728,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.171604,32.723909,136.6997372438535
2543,Downtown,Little Italy,1400 STATE ST,ST-1400W,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16632299999999,32.720442,73.09621283622177
2544,Downtown,Little Italy,1400 STATE ST,ST-1405,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.166409,32.720240999999994,89.05912238154033
2545,Downtown,Little Italy,1400 STATE ST,ST-1407,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.166409,32.720411,81.79627162139477
2546,Downtown,Little Italy,1500 STATE ST,ST-1500,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16658999999999,32.721101000000004,93.53235451951736
2547,Downtown,Little Italy,1500 STATE ST,ST-1502,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16658999999999,32.721235,98.15911104128037
2548,Downtown,Little Italy,1500 STATE ST,ST-1504,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16658999999999,32.721368,104.65129989269782
2549,Downtown,Little Italy,1500 STATE ST,ST-1506,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16658999999999,32.721521,114.03646330629334
2550,Downtown,Little Italy,1500 STATE ST,ST-1510,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16658999999999,32.721654,123.51474324513896
2551,Downtown,Little Italy,1500 STATE ST,ST-1512,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16658999999999,32.721788000000004,134.03011414705148
2552,Downtown,Little Italy,1600 STATE ST,ST-1600,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16659399999999,32.722332,183.19181366590462
2553,Downtown,Little Italy,1600 STATE ST,ST-1602,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.166596,32.722639,213.4630642388911
2554,Downtown,Little Italy,1400 UNION ST,U-1405,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16552,32.720034999999996,65.37009932296694
2555,Downtown,Little Italy,1400 UNION ST,U-1407,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165521,32.720149,52.768993666355364
2556,Downtown,Little Italy,1400 UNION ST,U-1409,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165521,32.720244,42.293751862281084
2557,Downtown,Little Italy,1400 UNION ST,U-1411,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165522,32.720357,29.869936925690315
2558,Downtown,Little Italy,1400 UNION ST,U-1416,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165705,32.72047,20.99520742440146
2559,Downtown,Little Italy,1400 UNION ST,U-1418,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165706,32.720564,14.08052596966954
2560,Downtown,Little Italy,1400 UNION ST,U-1420,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16570700000001,32.720678,13.965576850584064
2561,Downtown,Little Italy,1400 UNION ST,U-1427,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165525,32.720774,16.493136105273845
2562,Downtown,Little Italy,1600 UNION ST,U-1619,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16553600000002,32.72224,148.90365216276433
2563,Downtown,Little Italy,1600 UNION ST,U-1621,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16553799999998,32.722488,163.65622827179143
2564,Downtown,Little Italy,1600 UNION ST,U-1623,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165539,32.722718,166.73033746078775
2565,Downtown,Little Italy,100 WEST ASH ST,WAH-116,9287,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16353400000001,32.719975,57.26898502654092
2566,Downtown,Little Italy,200 WEST ASH ST,WAH-200N,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16576599999999,32.719903,81.83954288786063
2567,Downtown,Little Italy,300 WEST ASH ST,WAH-300N,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.166069,32.719877000000004,94.86716439934966
2568,Downtown,Little Italy,400 WEST ASH ST,WAH-400N,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.167002,32.719852,158.8673646193749
2569,Downtown,Little Italy,500 WEST ASH ST,WAH-514,9292,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.159485,32.719977,18.72069213095222
2570,Downtown,Little Italy,300 WEST BEECH ST,WBE-307,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161799,32.720859000000004,110.73893799759013
2571,Downtown,Little Italy,300 WEST BEECH ST,WBE-313,9290,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161584,32.720859999999995,112.26162768961366
2572,Downtown,Little Italy,300 WEST BEECH ST,WBE-315,9290,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16138400000001,32.720861,96.60751948591236
2573,Downtown,Little Italy,400 WEST BEECH ST,WBE-400,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161026,32.721016,63.14087073522215
2574,Downtown,Little Italy,400 WEST BEECH ST,WBE-402,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16095800000001,32.721016,56.82637747820873
2575,Downtown,Little Italy,400 WEST BEECH ST,WBE-404,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160873,32.721016,48.95430069989139
2576,Downtown,Little Italy,400 WEST BEECH ST,WBE-405,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160822,32.720862,44.43651317758678
2577,Downtown,Little Italy,400 WEST BEECH ST,WBE-407,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160754,32.720862,38.219119063278626
2578,Downtown,Little Italy,400 WEST BEECH ST,WBE-409,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16066799999999,32.720862,30.447761341195555
2579,Downtown,Little Italy,400 WEST BEECH ST,WBE-411,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1606,32.720863,24.39450327560317
2580,Downtown,Little Italy,400 WEST BEECH ST,WBE-412,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160533,32.721016999999996,18.340508704835514
2581,Downtown,Little Italy,400 WEST BEECH ST,WBE-413,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16046399999999,32.720863,13.369840641015745
2582,Downtown,Little Italy,400 WEST BEECH ST,WBE-415,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160328,32.720863,9.341030835826817
2583,Downtown,Little Italy,400 WEST BEECH ST,WBE-420,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160169,32.721016999999996,11.348131507355363
2584,Downtown,Little Italy,500 WEST BEECH ST,WBE-500N,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16768700000002,32.720757,194.23940965812076
2585,Downtown,Little Italy,500 WEST BEECH ST,WBE-501,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160086,32.720863,12.681098675215004
2586,Downtown,Little Italy,500 WEST BEECH ST,WBE-503,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160003,32.720863,19.832178887350608
2587,Downtown,Little Italy,500 WEST BEECH ST,WBE-505,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15992,32.720864,27.302864067612894
2588,Downtown,Little Italy,500 WEST BEECH ST,WBE-507,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159838,32.720864,34.835253011835064
2589,Downtown,Little Italy,500 WEST BEECH ST,WBE-509,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159755,32.720864,42.514849843721116
2590,Downtown,Little Italy,500 WEST BEECH ST,WBE-511,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159672,32.720864,50.22469659716874
2591,Downtown,Little Italy,600 WEST BEECH ST,WBE-600,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168426,32.720929999999996,161.75157240756457
2592,Downtown,Little Italy,600 WEST BEECH ST,WBE-602,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168426,32.720929999999996,161.75157240756457
2593,Downtown,Little Italy,400 WEST CEDAR ST,WCE-406,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16098600000001,32.722069,65.4699227458817
2594,Downtown,Little Italy,400 WEST CEDAR ST,WCE-408,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160867,32.722069,54.43255189909443
2595,Downtown,Little Italy,400 WEST CEDAR ST,WCE-410,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160748,32.722069,43.45336642937222
2596,Downtown,Little Italy,400 WEST CEDAR ST,WCE-414,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16061200000001,32.722069,31.056221071105305
2597,Downtown,Little Italy,400 WEST CEDAR ST,WCE-416,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16049199999999,32.722069,20.47465925651804
2598,Downtown,Little Italy,400 WEST CEDAR ST,WCE-418,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16037299999999,32.722069,11.323596101487277
2599,Downtown,Little Italy,200 WEST DATE ST,WDA-200,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16488500000001,32.723079999999996,125.23664840130046
2600,Downtown,Little Italy,200 WEST DATE ST,WDA-201,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16498,32.722896,122.70421041774046
2601,Downtown,Little Italy,200 WEST DATE ST,WDA-202,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16493100000001,32.723079999999996,128.7828321882097
2602,Downtown,Little Italy,200 WEST DATE ST,WDA-203,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.164961,32.722925,122.5021237424962
2603,Downtown,Little Italy,200 WEST DATE ST,WDA-204,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165023,32.723079,135.94891447323178
2604,Downtown,Little Italy,200 WEST DATE ST,WDA-205,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165053,32.722925,130.2625371158711
2605,Downtown,Little Italy,200 WEST DATE ST,WDA-206,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165116,32.723079,143.41221364974848
2606,Downtown,Little Italy,200 WEST DATE ST,WDA-207,9284,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165145,32.722924,138.08094723000232
2607,Downtown,Little Italy,200 WEST DATE ST,WDA-208,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165208,32.723078,150.87439677997318
2608,Downtown,Little Italy,200 WEST DATE ST,WDA-210,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16523799999999,32.723078,153.3509807542639
2609,Downtown,Little Italy,200 WEST DATE ST,WDA-212,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16528400000001,32.723078,157.17027708542807
2610,Downtown,Little Italy,200 WEST DATE ST,WDA-214,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16533000000001,32.723077,160.9648570640919
2611,Downtown,Little Italy,200 WEST DATE ST,WDA-216,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.165376,32.723077,164.83319026054767
2612,Downtown,Little Italy,200 WEST DATE ST,WDA-218,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16542199999999,32.723077,168.72296037805523
2613,Downtown,Little Italy,200 WEST DATE ST,WDA-220,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16546899999999,32.723077,172.71792494087745
2614,Downtown,Little Italy,700 WEST DATE ST,WDA-700,9291,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.158179,32.723052,207.14581105865284
2615,Downtown,Little Italy,700 WEST DATE ST,WDA-701,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15813500000002,32.722898,206.2117556750479
2616,Downtown,Little Italy,700 WEST DATE ST,WDA-702,9291,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.158064,32.723052,217.36006829741518
2617,Downtown,Little Italy,700 WEST DATE ST,WDA-703,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15802099999999,32.722899,216.61005342165876
2618,Downtown,Little Italy,700 WEST DATE ST,WDA-704,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15796399999999,32.723053,226.31757183814122
2619,Downtown,Little Italy,700 WEST DATE ST,WDA-705,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15790700000001,32.722899,227.01003891861302
2620,Downtown,Little Italy,700 WEST DATE ST,WDA-706,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15785,32.723053,236.53201938875122
2621,Downtown,Little Italy,700 WEST DATE ST,WDA-707,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157807,32.722899,236.1536089345552
2622,Downtown,Little Italy,700 WEST DATE ST,WDA-708,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15773600000001,32.723054,246.81656451960518
2623,Downtown,Little Italy,700 WEST DATE ST,WDA-709,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157692,32.7229,246.7125835573785
2624,Downtown,Little Italy,700 WEST DATE ST,WDA-710,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15763600000001,32.723054,255.83918717787586
2625,Downtown,Little Italy,700 WEST DATE ST,WDA-712,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157579,32.723054,260.993059010258
2626,Downtown,Little Italy,600 WEST FIR ST,WFI-600S,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16797199999999,32.724523,29.087617882736154
2627,Downtown,Little Italy,600 WEST FIR ST,WFI-619,9277,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.168521,32.724491,68.51157142639394
2628,Downtown,Little Italy,600 WEST FIR ST,WFI-621,9277,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16854199999999,32.724502,69.74322225923727
2629,Downtown,Little Italy,600 WEST FIR ST,WFI-623,9290,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16815600000001,32.724489,41.201210796493314
2630,Downtown,Little Italy,600 WEST FIR ST,WFI-624,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16815600000001,32.724489,41.201210796493314
2631,Downtown,Little Italy,600 WEST FIR ST,WFI-626,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16815600000001,32.724489,41.201210796493314
2632,Downtown,Little Italy,700 WEST FIR ST,WFI-700N,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16964899999999,32.724647999999995,103.60589335705517
2633,Downtown,Little Italy,800 WEST FIR ST,WFI-802,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16993799999999,32.723966,182.2829534919251
2634,Downtown,Little Italy,800 WEST FIR ST,WFI-803,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169642,32.724056,161.5203214076464
2635,Downtown,Little Italy,800 WEST FIR ST,WFI-804,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16994,32.723966,182.37212242884408
2636,Downtown,Little Italy,800 WEST FIR ST,WFI-805,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169642,32.724056,161.5203214076464
2637,Downtown,Little Italy,800 WEST FIR ST,WFI-806,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16994,32.723966,182.37212242884408
2638,Downtown,Little Italy,800 WEST FIR ST,WFI-807,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169642,32.724056,161.5203214076464
2639,Downtown,Little Italy,800 WEST FIR ST,WFI-808,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16994199999999,32.723966,182.46144028114358
2640,Downtown,Little Italy,800 WEST FIR ST,WFI-809,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16965,32.724057,161.6922480669429
2641,Downtown,Little Italy,800 WEST FIR ST,WFI-810,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169945,32.723969,182.30368306650863
2642,Downtown,Little Italy,800 WEST FIR ST,WFI-812,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169945,32.723971999999996,182.01180949206795
2643,Downtown,Little Italy,800 WEST FIR ST,WFI-814,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169937,32.723977000000005,181.16628363095256
2644,Downtown,Little Italy,600 WEST GRAPE ST,WGP-600,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16830700000001,32.725702000000005,73.54053523208601
2645,Downtown,Little Italy,600 WEST GRAPE ST,WGP-602,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168369,32.725682,67.34776678102115
2646,Downtown,Little Italy,600 WEST GRAPE ST,WGP-604,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16843100000001,32.725663,61.210370816501275
2647,Downtown,Little Italy,600 WEST GRAPE ST,WGP-606,9286,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168477,32.725649,56.66771786490522
2648,Downtown,Little Italy,600 WEST GRAPE ST,WGP-608,9291,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.168539,32.725629999999995,50.54914743991715
